"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"medcom-messaging-acknowledgementHeader","MessageHeader.destination:cc.modifierExtension","MessageHeader.destination.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"medcom-messaging-acknowledgementHeader","MessageHeader.destination:cc.name","MessageHeader.destination.name","","","",0,1,"","","Y","string {[]} {[]}
","Name of system","Human-readable name for the target system.","","May be used for routing of response and/or to support audit.","","","","","","","",,,,,"",,,,"MessageHeader.destination.name",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.destination:cc.target","MessageHeader.destination.target","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Device]]}
","Particular delivery destination within the destination","Identifies the target end system in situations where the initial message transmission is to an intermediary system.","","Supports multi-hop routing.","","","","","","","",,,,,"",,,,"MessageHeader.destination.target",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.destination:cc.endpoint","MessageHeader.destination.endpoint","","","",1,1,"Y","","Y","url {[]} {[]}
","Actual destination address or id","Indicates where the message should be routed to.","The id may be a non-resolvable URI for systems that do not use standard network-based addresses.","Identifies where to route the message.","","","","","","","",,,,,"",,,,"MessageHeader.destination.endpoint",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.destination:cc.receiver","MessageHeader.destination.receiver","","","",1,1,"Y","","Y","Reference {[]} {[CanonicalType[http://medcomfhir.dk/ig/messaging/StructureDefinition/medcom-messaging-organization]]} (bundled
)
","The carbon copy reciever of the message. Is only used when a message has multiple recievers.","Allows data conveyed by a message to be addressed to a particular person or department when routing to a specific application isn't sufficient.","","Allows routing beyond just the application level.","","","","","","","",,,,,"",,,,"MessageHeader.destination.receiver",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.sender","MessageHeader.sender","","","",1,1,"Y","","Y","Reference {[]} {[CanonicalType[http://medcomfhir.dk/ig/messaging/StructureDefinition/medcom-messaging-organization]]} (bundled
)
","The actual sender of the message","Identifies the sending system to allow the use of a trust relationship.","Use case is for where a (trusted) sending system is responsible for multiple organizations, and therefore cannot differentiate based on source endpoint / authentication alone.","Allows routing beyond just the application level.","","","","","","","",,,,,"",,,,"MessageHeader.sender",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.enterer","MessageHeader.enterer","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole]]}
","The source of the data entry","The person or device that performed the data entry leading to this message. When there is more than one candidate, pick the most proximal to the message. Can provide other enterers in extensions.","Usually only for the request but can be used in a response.","Need to know for audit/traceback requirements and possibly for authorization.","","","","","","","",,,,,"",,,,"MessageHeader.enterer",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.author","MessageHeader.author","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole]]}
","The source of the decision","The logical author of the message - the person or device that decided the described event should happen. When there is more than one candidate, pick the most proximal to the MessageHeader. Can provide other authors in extensions.","Usually only for the request but can be used in a response.","Need to know for audit/traceback requirements and possibly for authorization.","","","","","","","",,,,,"",,,,"MessageHeader.author",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.source","MessageHeader.source","","","",1,1,"Y","","Y","BackboneElement {[]} {[]}
","Contains information about the sender of the Acknowledgement message ","The source application from which this message originated.","","Allows replies, supports audit.","","","","","","","",,,,,"",,,,"MessageHeader.source",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.source.id","MessageHeader.source.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"medcom-messaging-acknowledgementHeader","MessageHeader.source.extension","MessageHeader.source.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"medcom-messaging-acknowledgementHeader","MessageHeader.source.modifierExtension","MessageHeader.source.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"medcom-messaging-acknowledgementHeader","MessageHeader.source.name","MessageHeader.source.name","","","",0,1,"","","Y","string {[]} {[]}
","Name of system","Human-readable name for the source system.","","May be used to support audit.","","","","","","","",,,,,"",,,,"MessageHeader.source.name",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.source.software","MessageHeader.source.software","","","",0,1,"","","Y","string {[]} {[]}
","Name of software running the system","May include configuration or other information useful in debugging.","","Supports audit and possibly interface engine behavior.","","","","","","","",,,,,"",,,,"MessageHeader.source.software",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.source.version","MessageHeader.source.version","","","",0,1,"","","Y","string {[]} {[]}
","Version of software running","Can convey versions of multiple systems in situations where a message passes through multiple hands.","","Supports audit and possibly interface engine behavior.","","","","","","","",,,,,"",,,,"MessageHeader.source.version",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.source.contact","MessageHeader.source.contact","","","",0,1,"","","Y","ContactPoint {[]} {[]}
","Human contact for problems","An e-mail, phone, website or other contact point to use to resolve issues with message communications.","","Allows escalation of technical issues.","","","","","","","",,,,,"",,,,"MessageHeader.source.contact",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.source.endpoint","MessageHeader.source.endpoint","","","",1,1,"Y","","Y","url {[]} {[]}
","Actual message source address or id","Identifies the routing target to send acknowledgements to.","The id may be a non-resolvable URI for systems that do not use standard network-based addresses.","Identifies where to send responses, may influence security permissions.","","","","","","","",,,,,"",,,,"MessageHeader.source.endpoint",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.responsible","MessageHeader.responsible","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Final responsibility for event","The person or organization that accepts overall responsibility for the contents of the message. The implication is that the message event happened under the policies of the responsible party.","Usually only for the request but can be used in a response.","Need to know for audit/traceback requirements and possibly for authorization.","","","","","","","",,,,,"",,,,"MessageHeader.responsible",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.reason","MessageHeader.reason","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Cause of event","Coded indication of the cause for the event - indicates  a reason for the occurrence of the event that is a focus of this message.","","Need to be able to track why resources are being changed and report in the audit log/history of the resource.  May affect authorization.","","","","","","","",,"example","Reason for event occurrence.","http://hl7.org/fhir/ValueSet/message-reason-encounter","",,,,"MessageHeader.reason",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.response","MessageHeader.response","","","",1,1,"Y","","Y","BackboneElement {[]} {[]}
","If this is a reply to prior message","Information about the message that this message is a response to.  Only present if this message is a response.","","","","","","","","","",,,,,"",,,,"MessageHeader.response",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.response.id","MessageHeader.response.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"medcom-messaging-acknowledgementHeader","MessageHeader.response.extension","MessageHeader.response.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"medcom-messaging-acknowledgementHeader","MessageHeader.response.modifierExtension","MessageHeader.response.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"medcom-messaging-acknowledgementHeader","MessageHeader.response.identifier","MessageHeader.response.identifier","","","",1,1,"Y","","Y","id {[]} {[]}
","Id of original message","The MessageHeader.id of the message to which this message is a response.","","Allows receiver to know what message is being responded to.","","","","","","","",,,,,"",,,,"MessageHeader.response.identifier",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.response.code","MessageHeader.response.code","","","",1,1,"Y","","Y","code {[]} {[]}
","ok | transient-error | fatal-error","Code that identifies the type of response to the message - whether it was successful or not, and whether it should be resent or not.","This is a generic response to the request message. Specific data for the response will be found in MessageHeader.focus.","Allows the sender of the acknowledge message to know if the request was successful or if action is needed.","","","","","","","",,"required","The kind of response to a message.","http://hl7.org/fhir/ValueSet/response-code|4.0.1","",,,,"MessageHeader.response.code",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.response.details","MessageHeader.response.details","","","",0,1,"Y","","Y","Reference {[]} {[CanonicalType[http://medcomfhir.dk/ig/acknowledgement/StructureDefinition/medcom-acknowledgement-operationoutcome]]}
","Specific list of hints/warnings/errors","Shall contain identified hints/warnings/error in case the code is transient-error or fatal-error","This SHALL be contained in the bundle. If any of the issues are errors, the response code SHALL be an error.","Allows the sender of the message to determine what the specific issues are.","","","","","","","",,,,,"",,,,"MessageHeader.response.details",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.focus","MessageHeader.focus","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","The actual content of the message","The actual data of the message - a reference to the root/focus class of the event.","The data is defined where the transaction type is defined. The transaction data is always included in the bundle that is the full message.  Only the root resource is specified.  The resources it references should be contained in the bundle but are not also listed here.  Multiple repetitions are allowed to cater for merges and other situations with multiple focal targets.","Every message event is about actual data, a single resource, that is identified in the definition of the event, and perhaps some or all linked resources.","","","","","","","",,,,,"",,,,"MessageHeader.focus",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"medcom-messaging-acknowledgementHeader","MessageHeader.definition","MessageHeader.definition","","","",0,1,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/MessageDefinition]]}
","Link to the definition for this message","Permanent link to the MessageDefinition for this message.","","Allows sender to define the expected contents of the message.","","","","","","","",,,,,"",,,,"MessageHeader.definition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
